,DISPLAY_FIRST_LAST,SCHOOL,COUNTRY,PTS,AST,REB,ALL_STAR_APPEARANCES,DRAFT_YEAR
880,Bob Dandridge,Norfolk State,USA,18.5,3.4,6.8,4.0,1969
881,Antonio Daniels,Bowling Green,USA,7.6,3.4,1.8,0.0,1997
882,Erik Daniels,Kentucky,USA,0.6,0.2,0.9,0.0,Undrafted
883,Lloyd Daniels,Mt. San Antonio,USA,7.1,1.6,2.2,0.0,Undrafted
884,Marquis Daniels,Auburn,USA,7.9,1.8,2.8,0.0,Undrafted
885,Mel Daniels,New Mexico,USA,3.5,0.5,3.1,0.0,1967
886,Troy Daniels,Virginia Commonwealth,USA,6.6,0.5,1.3,0.0,Undrafted
887,Sasha Danilovic,Virtus Bologna,Serbia,12.8,2.0,2.4,0.0,1992
888,Adrian Dantley,Notre Dame,USA,24.3,3.0,5.7,6.0,1976
889,Henry Darcey,Oklahoma State,USA,0.9,0.2,0.8,0.0,Undrafted
890,Jimmy Darden,Denver,USA,8.1,2.6,,0.0,1947
891,Yinka Dare,George Washington,USA,2.1,0.0,2.6,0.0,1994
892,Jesse Dark,Virginia Commonwealth,USA,3.6,0.6,0.8,0.0,1974
893,Jimmy Darrow,Bowling Green,USA,2.4,1.2,1.4,0.0,1960
894,Gigi Datome,Virtus Roma,Italy,3.4,0.4,1.4,0.0,Undrafted
895,Brad Daugherty,North Carolina,USA,19.0,3.7,9.5,5.0,1986
896,Kornel David,Budapest AEH,USA,5.0,0.6,2.8,0.0,Undrafted
897,Jermareo Davidson,Alabama,USA,3.1,0.3,1.8,0.0,2007
898,Bob Davies,Seton Hall,USA,14.3,4.9,2.9,4.0,Undrafted
899,Brandon Davies,Brigham Young,USA,3.7,0.7,2.5,0.0,Undrafted
900,Anthony Davis,Kentucky,USA,22.5,3.0,8.4,,2012
901,Antonio Davis,Texas-El Paso,USA,10.0,1.1,7.5,1.0,1990
902,Aubrey Davis,Oklahoma Baptist,USA,4.9,0.2,,0.0,Undrafted
903,Baron Davis,UCLA,USA,16.1,7.2,3.8,2.0,1999
904,Ben Davis,Arizona,USA,1.4,0.1,1.3,0.0,1996
905,Bill Davis,Notre Dame,USA,1.8,0.2,,0.0,1968
906,Bob Davis,Weber State,USA,1.8,0.2,0.6,0.0,1972
907,Brad Davis,Maryland,USA,8.2,4.9,1.8,0.0,1977
908,Brian Davis,Duke,USA,1.9,0.3,0.8,0.0,1992
909,Charlie Davis,Vanderbilt,USA,5.3,0.7,2.4,0.0,1981
910,Charlie Davis,Wake Forest,USA,8.9,2.2,1.5,0.0,1971
911,Dale Davis,Clemson,USA,8.0,0.9,7.9,1.0,1991
912,Deyonta Davis,Michigan State,USA,4.2,0.4,3.2,0.0,2016
913,Double D Davis,Houston,USA,8.6,1.6,5.9,0.0,1972
914,Ed Davis,North Carolina,USA,2.3,1.0,5.1,,2010
915,Edward Davis,Duquesne,USA,5.2,1.0,2.8,0.0,1972
916,Emanual Davis,Delaware State,USA,4.9,1.8,1.9,0.0,Undrafted
917,Glen Davis,Louisiana State,USA,8.0,0.9,4.4,0.0,2007
918,Harry Davis,Florida State,USA,4.0,0.4,1.6,0.0,1978
919,Hubert Davis,North Carolina,USA,8.2,1.7,1.5,0.0,1992
920,James Davis,St. John's,USA,0.7,0.3,1.3,0.0,1954
921,Jim Davis,Colorado,USA,6.7,1.2,5.2,0.0,1964
922,Johnny Davis,Dayton,USA,12.9,4.5,2.0,0.0,1976
923,Josh Davis,Wyoming,USA,2.3,0.3,1.7,0.0,Undrafted
924,Mark Davis,Texas Tech,USA,5.5,1.3,3.0,0.0,1995
925,Mark Davis,Old Dominion,USA,3.8,0.4,1.1,0.0,1985
926,Mel Davis,St. John's,USA,5.3,0.9,4.3,0.0,1973
927,Michael Davis,Maryland,USA,1.8,0.0,1.3,0.0,Undrafted
928,Mike Davis,Virginia Union,USA,10.7,1.8,2.3,0.0,1969
929,Monti Davis,Tennessee State,USA,1.5,0.0,2.0,0.0,1980
930,Paul Davis,Michigan State,USA,2.6,0.4,1.9,0.0,2006
931,Ralph Davis,Cincinnati,USA,8.0,2.8,1.7,0.0,1960
932,Ricky Davis,Iowa,USA,13.5,3.3,3.5,0.0,1998
933,Ron Davis,Washington State,USA,5.3,0.7,1.8,0.0,1976
934,Terence Davis,Mississippi,USA,7.0,1.1,2.0,,Undrafted
935,Terry Davis,Virginia Union,USA,6.4,0.6,6.0,0.0,Undrafted
936,Tyler Davis,Texas A&M,USA,0.0,0.0,1.0,0.0,Undrafted
937,Walt Davis,Texas A&M,USA,4.8,0.7,4.3,0.0,1952
938,Walter Davis,North Carolina,USA,18.9,3.8,3.0,6.0,1977
939,Andre Dawkins,Duke,USA,0.8,0.3,0.5,0.0,Undrafted
940,Darryl Dawkins,Maynard Evans HS (FL),USA,12.0,1.3,6.1,0.0,1975
941,Johnny Dawkins,Duke,USA,11.1,5.5,2.5,0.0,1986
942,Paul Dawkins,Northern Illinois,USA,5.5,1.4,2.2,0.0,1979
943,Branden Dawson,Michigan State,USA,0.8,0.0,0.7,0.0,2015
944,Eric Dawson,Midwestern State,USA,3.8,0.0,2.5,0.0,Undrafted
945,Tony Dawson,Florida State,USA,2.8,0.2,0.8,0.0,Undrafted
946,Todd Day,Arkansas,USA,12.3,1.5,3.4,0.0,1992
947,Austin Daye,Gonzaga,USA,5.2,0.7,2.6,0.0,2009
948,Darren Daye,UCLA,USA,6.8,2.0,2.6,0.0,1983
949,Nando De Colo,France,France,3.8,1.7,1.8,0.0,2009
950,Dave DeBusschere,Detroit,USA,16.1,2.9,11.0,8.0,1962
951,Andrew DeClercq,Florida,USA,4.8,0.6,4.2,0.0,1995
952,Nate DeLong,Wisconsin-River Falls,USA,3.8,0.8,1.8,0.0,1950
953,DeMar DeRozan,Southern California,USA,20.6,7.4,4.5,,2009
954,Hank DeZonie,Clark Atlanta,USA,3.4,1.8,3.6,0.0,Undrafted
955,Greg Deane,Utah,USA,1.4,0.9,0.9,0.0,1979
956,Dewayne Dedmon,USC,USA,6.4,0.7,6.0,0.0,Undrafted
957,Archie Dees,Indiana,USA,8.1,0.7,4.8,0.0,1958
958,Terry Dehere,Seton Hall,USA,8.0,2.6,1.5,0.0,1993
959,Red Dehnert,Columbia,USA,1.4,0.0,,0.0,Undrafted
960,Bryce Dejean-Jones,Iowa State,USA,5.6,1.1,3.4,0.0,Undrafted
961,Sam Dekker,Wisconsin,USA,5.5,0.8,3.0,0.0,2015
962,Vinny Del Negro,North Carolina State,USA,9.1,3.2,2.3,0.0,1988
963,Malcolm Delaney,Virginia Tech,USA,5.7,2.8,1.8,0.0,Undrafted
964,Bison Dele,Arizona,USA,11.0,1.1,6.2,0.0,1991
965,Carlos Delfino,Fortitudo Bologna,Argentina,8.1,1.7,3.6,0.0,2003
966,Angel Delgado,Seton Hall,Dominican Republic,1.5,0.0,2.0,0.0,Undrafted
967,Tony Delk,Kentucky,USA,9.1,1.9,2.5,0.0,1996
968,Matthew Dellavedova,St.Mary's College of California,Australia,3.1,3.2,1.3,,Undrafted
969,Fennis Dembo,Wyoming,USA,1.2,0.2,0.7,0.0,1988
970,Larry Demic,Arizona,USA,4.7,0.5,3.9,0.0,1979
971,Dell Demps,Pacific,USA,3.0,0.5,0.5,0.0,Undrafted
972,George Dempsey,King's,USA,5.0,2.3,3.6,0.0,1951
973,Luol Deng,Duke,United Kingdom,14.8,2.3,6.1,2.0,2004
974,Kenny Dennard,Duke,USA,2.8,1.0,3.0,0.0,1981
975,Blaine Denning,Lawrence Tech,USA,5.0,0.0,4.0,0.0,1952
976,Justin Dentmon,Washington,USA,3.3,1.3,1.0,0.0,Undrafted
977,Randy Denton,Duke,USA,5.3,0.7,4.8,0.0,1971
978,Rod Derline,Seattle,USA,4.8,0.7,0.8,0.0,1974
979,Marcus Derrickson,Georgetown,USA,4.2,0.1,1.2,0.0,Undrafted
980,Dave Deutsch,Rochester,USA,1.1,0.8,1.1,0.0,1966
981,Walter Devlin,George Washington,USA,7.1,2.1,2.1,0.0,1955
982,Ernie DiGregorio,Providence,USA,9.6,5.1,2.0,0.0,1973
983,Donte DiVincenzo,Villanova,USA,10.5,3.1,5.5,,2018
984,Derrick Dial,Eastern Michigan,USA,3.1,0.8,1.6,0.0,1998
985,Cheick Diallo,Kansas,Mali,5.3,0.4,4.2,0.0,2016
986,Hamidou Diallo,Kentucky,USA,11.9,2.4,5.2,,2018
987,Boris Diaw,Pau Orthez,France,8.6,3.5,4.4,0.0,2003
988,Yakhouba Diawara,Pepperdine,USA,3.5,0.7,1.4,0.0,Undrafted
989,Guillermo Diaz,Miami,USA,0.8,0.2,0.3,0.0,2006
990,Dan Dickau,Gonzaga,USA,5.8,2.5,1.4,0.0,2002
991,Kaniel Dickens,Idaho,USA,1.2,0.1,0.6,0.0,2000
992,Henry Dickerson,University of Charleston,USA,2.0,0.8,0.2,0.0,Undrafted
993,Michael Dickerson,Arizona,USA,15.4,2.6,2.9,0.0,1998
994,Derrek Dickey,Cincinnati,USA,6.1,1.1,4.9,0.0,1973
995,Dick Dickey,North Carolina State,USA,2.8,1.1,1.8,0.0,1950
996,Travis Diener,Marquette,USA,4.8,2.4,1.4,0.0,2005
997,Gorgui Dieng,Louisville,Senegal,7.9,1.3,4.5,,2013
998,Connie Dierking,Cincinnati,USA,10.0,1.5,6.7,0.0,1958
999,Coby Dietrick,San Jose State,USA,6.1,2.1,3.9,0.0,1970
1000,Mickey Dillard,Florida State,USA,2.2,1.0,0.5,0.0,1981
1001,Bob Dille,Valparaiso,USA,5.2,0.7,,0.0,Undrafted
1002,John Dillon,North Carolina,USA,1.6,0.2,,0.0,1948
1003,Byron Dinkins,North Carolina-Charlotte,USA,3.4,2.1,1.2,0.0,Undrafted
1004,Jackie Dinkins,Voorhees,USA,2.5,0.4,1.1,0.0,1971
1005,Bill Dinwiddie,New Mexico Highlands,USA,4.4,0.6,3.3,0.0,Undrafted
1006,Spencer Dinwiddie,Colorado,USA,6.7,3.0,4.3,,2014
1007,Ike Diogu,Arizona State,USA,6.0,0.3,3.1,0.0,2005
1008,DeSagana Diop,No College,Senegal,2.0,0.4,3.7,0.0,2001
1009,Terry Dischinger,Purdue,USA,13.8,1.8,5.6,3.0,1962
1010,Fred Diute,St. Bonaventure,USA,1.6,0.6,1.9,0.0,1951
1011,Vlade Divac,Partizan,Serbia,11.8,3.1,8.2,1.0,1989
1012,Juan Dixon,Maryland,USA,8.4,1.8,1.9,0.0,2002
1013,Aleksandar Djordjevic,Fortitudo Bologna,Serbia,3.1,0.6,0.6,0.0,Undrafted
1014,Earl Dodd,Truman State,USA,1.7,0.7,,0.0,1949
1015,Michael Doleac,Utah,USA,4.9,0.6,3.3,0.0,1998
1016,Joe Dolhon,New York University,USA,6.4,2.3,1.4,0.0,Undrafted
1017,Bob Doll,Colorado,USA,8.4,1.4,,0.0,Undrafted
1018,James Donaldson,Washington State,USA,8.6,0.8,7.8,1.0,1979
1019,Luka Doncic,Real Madrid,Slovenia,29.0,9.2,8.4,,2018
1020,Bob Donham,Ohio State,USA,6.7,2.6,3.9,0.0,1950
1021,Billy Donovan,Providence,USA,2.4,2.0,0.6,0.0,1987
1022,Harry Donovan,Muhlenberg,USA,5.6,0.8,,0.0,1949
1023,Keyon Dooling,Missouri,USA,7.0,2.2,1.3,0.0,2000
1024,Jacky Dorsey,Georgia,USA,2.4,0.3,2.4,0.0,1976
1025,Joey Dorsey,Memphis,USA,2.6,0.4,3.9,0.0,2008
1026,Tyler Dorsey,Oregon,USA,6.7,1.3,2.3,0.0,2017
1027,Luguentz Dort,Arizona State,Canada,12.6,1.6,3.5,,Undrafted
1028,Damyean Dotson,Houston,USA,6.7,2.2,1.9,,2017
1029,Quincy Douby,Rutgers,USA,4.1,0.7,1.1,0.0,2006
1030,Bruce Douglas,Illinois,USA,1.8,2.1,1.8,0.0,1986
1031,John Douglas,Kansas,USA,6.7,2.2,1.4,0.0,1978
1032,Leon Douglas,Alabama,USA,7.9,1.1,6.5,0.0,1976
1033,Sherman Douglas,Syracuse,USA,11.0,5.9,2.2,0.0,1989
1034,Toney Douglas,Florida State,USA,7.6,2.3,2.2,0.0,2009
1035,Chris Douglas-Roberts,Memphis,USA,7.1,1.1,2.1,0.0,2008
1036,Sekou Doumbouya,Limoges,France,3.9,0.6,2.2,,2019
1037,Lloyd Dove,St. John's,USA,3.1,0.4,2.0,0.0,1967
1038,Zabian Dowdell,Virginia Tech,USA,5.0,2.1,0.8,0.0,Undrafted
1039,Bill Downey,Marquette,USA,0.0,0.0,,0.0,Undrafted
1040,Steve Downing,Indiana,USA,2.4,0.4,1.5,0.0,1973
1041,Danny Doyle,Belmont Abbey,USA,4.0,0.8,2.0,0.0,1961
1042,Milton Doyle,Loyola-Chicago,USA,3.4,1.0,1.8,0.0,Undrafted
1043,PJ Dozier,South Carolina,USA,7.7,1.6,3.8,,Undrafted
1044,Terry Dozier,South Carolina,USA,2.4,0.3,1.7,0.0,Undrafted
1045,Goran Dragic,Union Olimpija,Slovenia,13.9,4.9,3.3,,2008
1046,Zoran Dragic,Malaga,Slovenia,1.8,0.3,0.5,0.0,Undrafted
1047,Greg Dreiling,Kansas,USA,2.1,0.4,2.1,0.0,1986
1048,Bryce Drew,Valparaiso,USA,4.4,2.2,1.2,0.0,1998
1049,John Drew,Gardner-Webb,USA,20.7,1.7,6.9,2.0,1974
1050,Larry Drew,Missouri,USA,11.4,5.2,1.8,0.0,1980
1051,Larry Drew II,UCLA,USA,2.9,2.5,0.8,0.0,Undrafted
1052,Clyde Drexler,Houston,USA,20.4,5.6,6.1,9.0,1983
1053,Nate Driggers,Montevallo,USA,2.4,0.4,1.5,0.0,Undrafted
1054,Terry Driscoll,Boston College,USA,4.2,0.8,4.2,0.0,1969
1055,Predrag Drobnjak,Efes Pilsen,Serbia,7.9,0.8,3.5,0.0,1997
1056,Ralph Drollinger,UCLA,USA,2.5,2.3,3.2,0.0,1978
1057,Andre Drummond,Connecticut,USA,17.5,2.6,13.5,,2012
1058,Dennis DuVal,Syracuse,USA,1.9,0.7,0.6,0.0,1974
1059,Dick Duckett,St. John's,USA,3.9,1.4,1.6,0.0,1957
1060,Kevin Duckworth,Eastern Illinois,USA,11.8,0.9,5.8,2.0,1986
1061,Charles Dudley,Washington,USA,5.3,3.4,3.0,0.0,1972
1062,Chris Dudley,Yale,USA,3.9,0.4,6.2,0.0,1987
1063,Jared Dudley,Boston College,USA,0.5,0.5,1.7,,2007
1064,Terry Duerod,Detroit,USA,6.7,1.2,1.1,0.0,1979
1065,Bob Duffy,Tulane,USA,1.1,0.0,,0.0,1962
1066,Bob Duffy,Colgate,USA,4.3,1.8,1.1,0.0,1962
1067,Chris Duhon,Duke,USA,6.5,4.4,2.3,0.0,2004
1068,Duje Dukan,Wisconsin,Croatia,6.0,1.0,4.0,0.0,Undrafted
1069,Walter Dukes,Seton Hall,USA,10.4,1.1,11.3,2.0,1953
1070,Joe Dumars,McNeese State,USA,16.1,4.5,2.2,6.0,1985
1071,Richard Dumas,Oklahoma State,USA,10.6,1.1,3.4,0.0,1991
1072,Tony Dumas,Missouri-Kansas City,USA,7.3,1.2,1.3,0.0,1994
1073,Andy Duncan,William & Mary,USA,5.5,0.7,2.1,0.0,1947
1074,Tim Duncan,Wake Forest,US Virgin Islands,19.0,3.0,10.8,15.0,1997
1075,Mike Dunleavy,Duke,USA,11.2,2.2,4.3,0.0,2002
1076,Mike Dunleavy,South Carolina,USA,8.0,3.9,1.6,0.0,1976
1077,Kris Dunn,Providence,USA,7.3,3.4,3.6,,2016
1078,Pat Dunn,Utah State,USA,2.5,1.0,1.1,0.0,1956
1079,T.R. Dunn,Alabama,USA,5.1,1.6,4.4,0.0,1977
1080,Ronald Dupree,Louisiana State,USA,3.5,0.6,2.2,0.0,Undrafted
1081,Kevin Durant,Texas,USA,29.0,5.3,7.3,,2007
1082,John Duren,Georgetown,USA,3.5,2.0,1.1,0.0,1980
1083,Pat Durham,Colorado State,USA,5.0,0.9,1.7,0.0,1989
1084,Devin Durrant,Brigham Young,USA,5.0,1.3,2.1,0.0,1984
1085,Ken Durrett,La Salle,USA,4.0,0.5,1.9,0.0,1971
1086,Trevon Duval,Duke,USA,1.7,0.7,0.3,0.0,Undrafted
1087,Jack Dwan,Loyola-Chicago,USA,4.6,2.2,,0.0,Undrafted
1088,Craig Dykema,Long Beach State,USA,1.3,0.5,0.4,0.0,1981
1089,Gene Dyker,DePaul,USA,1.5,0.5,1.5,0.0,1953
1090,Jerome Dyson,Connecticut,USA,7.4,2.0,2.1,0.0,Undrafted
1091,Ledell Eackles,New Orleans,USA,10.8,1.7,2.2,0.0,1988
1092,Jim Eakins,Brigham Young,USA,5.5,1.3,3.8,0.0,1968
1093,Acie Earl,Iowa,USA,5.1,0.3,2.7,0.0,1993
1094,Ed Earle,Loyola-Chicago,USA,2.0,0.0,1.0,0.0,Undrafted
1095,Cleanthony Early,Wichita State,USA,4.3,0.8,2.2,0.0,2014
1096,Mark Eaton,UCLA,USA,6.0,1.0,7.9,1.0,1982
1097,Jerry Eaves,Louisville,USA,6.7,2.5,1.2,0.0,1982
1098,Devin Ebanks,West Virginia,USA,3.6,0.4,1.9,0.0,2010
1099,Bill Ebben,Detroit,USA,1.9,0.5,1.0,0.0,1957
1100,Al Eberhard,Missouri,USA,6.8,0.8,3.5,0.0,1974
1101,Ndudi Ebi,Westbury Christian HS (TX),USA,2.1,0.2,1.0,0.0,2003
1102,Jarell Eddie,Virginia Tech,USA,2.6,0.1,0.9,0.0,Undrafted
1103,Patrick Eddie,Mississippi,USA,1.0,0.0,0.3,0.0,Undrafted
1104,Thomas Eddleman,Illinois,USA,12.1,2.1,4.5,2.0,1949
1105,Kent Edelin,Virginia,USA,1.1,1.0,2.6,0.0,1984
1106,Keith Edmonson,Purdue,USA,6.0,0.6,1.5,0.0,1982
1107,Tyus Edney,UCLA,USA,7.6,4.0,1.7,0.0,1995
1108,Bill Edwards,Wright State,USA,2.0,1.3,4.7,0.0,Undrafted
1109,Blue Edwards,East Carolina,USA,10.8,2.0,3.4,0.0,1989
1110,Carsen Edwards,Purdue,USA,5.1,0.6,1.1,,2019
1111,Corsley Edwards,Central Connecticut State,USA,2.7,0.3,2.5,0.0,2002
1112,Doug Edwards,Florida State,USA,2.4,0.7,1.8,0.0,1993
1113,Franklin Edwards,Cleveland State,USA,6.1,2.6,1.0,0.0,1981
1114,James Edwards,Washington,USA,12.7,1.3,5.1,0.0,1977
1115,Jay Edwards,Indiana,USA,1.8,1.0,0.5,0.0,1989
1116,John Edwards,Kent State,USA,1.5,0.1,1.0,0.0,Undrafted
1117,Kevin Edwards,DePaul,USA,10.9,2.7,2.7,0.0,1988
1118,Shane Edwards,Arkansas-Little Rock,USA,1.0,0.0,1.0,0.0,Undrafted
1119,Vincent Edwards,Purdue,USA,1.5,0.0,1.0,0.0,2018
1120,Johnny Egan,Providence,USA,7.8,3.0,1.8,0.0,1961
1121,Lonnie Eggleston,Oklahoma State,USA,2.0,0.5,,0.0,Undrafted
1122,Eddie Ehlers,Purdue,USA,8.1,1.8,,0.0,1947
1123,Craig Ehlo,Washington State,USA,8.6,2.8,3.6,0.0,1983
1124,Dick Eichhorst,Southeast Missouri,USA,2.0,3.0,1.0,0.0,Undrafted
1125,Howard Eisley,Boston College,USA,6.5,3.5,1.7,0.0,1994
1126,Obinna Ekezie,Maryland,Nigeria,3.6,0.2,2.7,0.0,1999
1127,Khalid El-Amin,Connecticut,USA,6.3,2.9,1.6,0.0,2000
1128,Don Eliason,Hamline,USA,0.0,0.0,,0.0,Undrafted
1129,Mario Elie,American International,USA,8.6,2.6,2.8,0.0,1985
1130,Ray Ellefson,West Texas A&M,USA,1.0,0.0,2.7,0.0,Undrafted
1131,Henry Ellenson,Marquette,USA,7.5,2.5,6.0,,2016
1132,Wayne Ellington,North Carolina,USA,10.6,1.4,1.8,,2009
1133,Bob Elliott,Arizona,USA,7.0,1.4,3.6,0.0,1977
1134,Sean Elliott,Arizona,USA,14.2,2.6,4.3,2.0,1989
1135,Alexander Ellis,Niagara,USA,5.1,0.7,5.2,0.0,1958
1136,Bo Ellis,Marquette,USA,3.6,0.7,2.9,0.0,1977
1137,Dale Ellis,Tennessee,USA,15.7,1.4,3.5,1.0,1983
1138,Harold Ellis,Morehouse,USA,5.8,0.6,2.0,0.0,Undrafted
1139,Joe Ellis,San Francisco,USA,8.8,1.4,5.1,0.0,1966
1140,LaPhonso Ellis,Notre Dame,USA,11.9,1.6,6.5,0.0,1992
1141,LeRon Ellis,Syracuse,USA,3.0,0.3,2.4,0.0,1991
1142,Leroy Ellis,St. John's,USA,9.7,1.3,8.3,0.0,1962
1143,Monta Ellis,No College,USA,17.8,4.6,3.5,0.0,2005
1144,Pervis Ellison,Louisville,USA,9.5,1.5,6.7,0.0,1989
1145,Len Elmore,Maryland,USA,4.6,0.9,4.2,0.0,1974
1146,Francisco Elson,California,Netherlands,3.7,0.6,3.5,0.0,1999
1147,Darrell Elston,North Carolina,USA,1.0,0.4,1.2,0.0,1974
1148,Melvin Ely,Fresno State,USA,5.3,0.7,3.2,0.0,2002
1149,Joel Embiid,Kansas,Cameroon,29.9,3.3,11.5,,2014
1150,Wayne Embry,Miami (Ohio),USA,12.5,1.4,9.1,4.0,1958
1151,Andre Emmett,Texas Tech,USA,1.4,0.1,0.6,0.0,2004
1152,Ned Endress,Akron,USA,0.9,0.3,,0.0,Undrafted
1153,Chris Engler,Wyoming,USA,1.8,0.2,2.0,0.0,1982
1154,Wayne Englestad,California-Irvine,USA,2.5,0.6,1.5,0.0,Undrafted
1155,A.J. English,Virginia Union,USA,9.9,2.1,2.1,0.0,1990
1156,Alex English,South Carolina,USA,21.5,3.6,5.5,8.0,1976
1157,Claude English,Rhode Island,USA,1.5,0.3,1.1,0.0,1970
1158,Jojo English,South Carolina,USA,3.6,0.9,1.1,0.0,Undrafted
1159,Kim English,Missouri,USA,2.9,0.6,0.9,0.0,2012
1160,Scott English,Texas-El Paso,USA,3.2,0.5,1.5,0.0,1972
1161,Gene Englund,Wisconsin,USA,7.8,0.9,,0.0,Undrafted
1162,Tyler Ennis,Syracuse,Canada,4.2,1.9,1.3,0.0,2014
1163,James Ennis III,California State-Long Beach,USA,7.5,1.3,3.9,,2013
1164,Ray Epps,Norfolk State,USA,2.0,0.2,0.4,0.0,1977
1165,Semih Erden,Fenerbahce,Turkey,3.8,0.4,2.8,0.0,2008
1166,Bo Erias,Niagara,USA,8.2,1.4,4.6,0.0,1954
1167,Keith Erickson,UCLA,USA,9.5,2.6,4.5,0.0,1965
1168,Julius Erving,Massachusetts,USA,22.0,3.9,6.7,11.0,1972
1169,Evan Eschmeyer,Northwestern,USA,2.8,0.5,3.9,0.0,1999
1170,Jack Eskridge,Kansas,USA,2.8,0.6,,0.0,Undrafted
1171,Vincenzo Esposito,Fortitudo Bologna,Italy,3.9,0.8,0.5,0.0,Undrafted
1172,Drew Eubanks,Oregon State,USA,4.6,0.9,3.2,,Undrafted
1173,Bob Evans,Butler,USA,3.0,1.2,,0.0,1949
1174,Brian Evans,Indiana,USA,3.7,0.8,1.6,0.0,1996
1175,Earl Evans,UNLV,USA,4.4,1.0,2.1,0.0,1978
1176,Jacob Evans,Cincinnati,USA,2.8,0.9,1.1,0.0,2018
1177,Jawun Evans,Oklahoma State,USA,4.2,2.0,1.7,0.0,2017
1178,Jeremy Evans,Western Kentucky,USA,3.5,0.4,2.6,0.0,2010
1179,Maurice Evans,Texas,USA,6.7,0.7,2.5,0.0,Undrafted
1180,Mike Evans,Kansas State,USA,7.7,2.6,1.4,0.0,1978
1181,Reggie Evans,Iowa,USA,4.1,0.6,7.1,0.0,Undrafted
1182,Tyreke Evans,Memphis,USA,15.7,4.8,4.6,0.0,2009
1183,Daniel Ewing,Duke,USA,3.4,1.4,1.2,0.0,2005
1184,Patrick Ewing,Georgetown,Jamaica,21.0,1.9,9.8,9.0,1985
1185,Patrick Ewing,Georgetown,USA,0.4,0.3,0.3,0.0,2008
1186,Dante Exum,Australian Institute of Sport,Australia,3.8,2.2,2.8,,2014
1187,Christian Eyenga,Joventut Badalona,Congo,6.3,0.8,2.7,0.0,2009
1188,Festus Ezeli,Vanderbilt,Nigeria,4.2,0.4,4.3,0.0,2012
1189,Johnny Ezersky,Rhode Island,USA,7.6,1.3,,0.0,1947
1190,Joe Fabel,Pittsburgh,USA,2.1,0.1,,0.0,Undrafted
1191,John Fairchild,Brigham Young,USA,2.0,0.4,1.5,0.0,1965
1192,Tacko Fall,Central Florida,Senegal,2.9,0.2,2.4,,Undrafted
1193,Phil Farbman,City College of New York,USA,3.2,0.8,,0.0,Undrafted
1194,Kenneth Faried,Morehead State,USA,11.4,1.0,8.1,0.0,2011
1195,Dick Farley,Indiana,USA,6.5,1.8,2.5,0.0,1954
1196,Jordan Farmar,UCLA,USA,7.7,2.9,1.9,0.0,2006
1197,Desmon Farmer,Southern California,USA,2.4,1.0,0.6,0.0,Undrafted
1198,Jim Farmer,Alabama,USA,5.3,0.8,1.4,0.0,1987
1199,Mike Farmer,San Francisco,USA,6.7,1.3,4.6,0.0,1958
1200,Tony Farmer,Nebraska,USA,5.3,0.8,3.2,0.0,Undrafted
1201,Bob Faught,Notre Dame,USA,6.7,0.6,,0.0,Undrafted
1202,Vitor Faverani,Valencia,Brazil,4.4,0.4,3.5,0.0,Undrafted
1203,Derrick Favors,Georgia Tech,USA,5.9,0.9,5.3,,2010
1204,Nick Fazekas,Nevada-Reno,USA,4.1,0.4,3.4,0.0,2007
1205,Dave Fedor,Florida State,USA,0.9,0.1,0.9,0.0,1962
1206,Bob Feerick,Santa Clara,USA,13.3,2.0,,0.0,Undrafted
1207,Butch Feher,Vanderbilt,USA,5.2,0.8,1.5,0.0,1976
1208,Jamie Feick,Michigan State,USA,4.5,0.7,7.1,0.0,1996
1209,Ron Feiereisel,DePaul,USA,3.0,0.6,0.6,0.0,1953
1210,George Feigenbaum,Kentucky,USA,3.1,1.1,1.4,0.0,Undrafted
1211,Dave Feitl,Texas-El Paso,USA,4.3,0.5,3.0,0.0,1986
1212,Kay Felder,Oakland,USA,3.8,1.3,1.0,0.0,2016
1213,Cristiano Felicio,Flamengo,Brazil,1.6,0.7,1.7,,Undrafted
1214,Carrick Felix,Arizona State,USA,2.7,0.6,0.9,0.0,2013
1215,Noel Felix,Fresno State,USA,1.5,0.2,1.1,0.0,Undrafted
1216,Ray Felix,Long Island-Brooklyn,USA,10.9,0.7,8.9,1.0,1953
1217,Raymond Felton,North Carolina,USA,11.2,5.2,3.0,0.0,2005
1218,Jake Fendley,Northwestern,USA,2.8,0.9,1.2,0.0,1951
1219,Bill Fenley,Manhattan,USA,2.6,0.5,,0.0,Undrafted
1220,Desmond Ferguson,Detroit,USA,1.9,0.1,0.6,0.0,Undrafted
1221,Terrance Ferguson,Adelaide,USA,0.2,0.2,0.1,,2017
1222,Rudy Fernandez,Joventut Badalona,Spain,9.1,2.2,2.4,0.0,2007
1223,Bruno Fernando,Maryland,Angola,1.5,0.4,3.0,,2019
1224,Eric Fernsten,San Francisco,USA,2.4,0.4,1.7,0.0,1975
1225,Al Ferrari,Michigan State,USA,6.8,2.5,2.2,0.0,1955
1226,Rolando Ferreira,Houston,USA,0.8,0.1,1.1,0.0,1988
1227,Duane Ferrell,Georgia Tech,USA,6.4,0.9,1.9,0.0,Undrafted
1228,Yogi Ferrell,Indiana,USA,9.5,2.5,3.5,,Undrafted
1229,Arnie Ferrin,Utah,USA,5.8,1.6,4.0,0.0,1948
1230,Bob Ferry,St. Louis,USA,9.1,1.4,5.3,0.0,1959
1231,Danny Ferry,Duke,USA,7.0,1.3,2.8,0.0,1989
