,DISPLAY_FIRST_LAST,SCHOOL,COUNTRY,PTS,AST,REB,ALL_STAR_APPEARANCES,DRAFT_YEAR
3928,Billy Thomas,Kansas,USA,2.7,0.5,1.0,0.0,Undrafted
3929,Carl Thomas,Eastern Michigan,USA,2.9,0.4,1.0,0.0,Undrafted
3930,Charles Thomas,Eastern Michigan,USA,1.3,0.6,0.6,0.0,Undrafted
3931,Etan Thomas,Syracuse,USA,5.7,0.4,4.7,0.0,2000
3932,Irving Thomas,Florida State,USA,1.8,0.4,1.2,0.0,Undrafted
3933,Isaiah Thomas,Washington,USA,18.1,5.0,2.5,2.0,2011
3934,Isiah Thomas,Indiana,USA,19.2,9.3,3.6,11.0,1981
3935,Jamel Thomas,Providence,USA,2.5,0.5,1.2,0.0,Undrafted
3936,James Thomas,Texas,USA,1.6,0.2,2.3,0.0,Undrafted
3937,Jim Thomas,Indiana,USA,8.4,2.3,2.6,0.0,1983
3938,Joe Thomas,Marquette,USA,1.4,0.4,1.1,0.0,1970
3939,John Thomas,Minnesota,USA,2.7,0.3,2.1,0.0,1997
3940,Kenny Thomas,New Mexico,USA,9.3,1.5,6.9,0.0,1999
3941,Khyri Thomas,Creighton,USA,2.3,0.3,0.6,0.0,2018
3942,Kurt Thomas,TCU,USA,8.1,1.1,6.6,0.0,1995
3943,Lance Thomas,Duke,USA,5.1,0.7,2.6,0.0,Undrafted
3944,Malcolm Thomas,San Diego State,USA,1.9,0.4,2.4,0.0,Undrafted
3945,Matt Thomas,Iowa State,USA,2.6,0.4,0.8,,Undrafted
3946,Terry Thomas,Detroit,USA,2.8,0.1,1.3,0.0,1975
3947,Tim Thomas,Villanova,USA,11.5,1.5,4.1,0.0,1997
3948,Tyrus Thomas,Louisiana State,USA,7.7,0.9,4.8,0.0,2006
3949,Trey Thompkins,Georgia,USA,2.4,0.1,1.0,0.0,2011
3950,Bernard Thompson,Fresno State,USA,5.3,1.3,1.7,0.0,1984
3951,Billy Thompson,Louisville,USA,8.6,1.7,5.4,0.0,1986
3952,Brooks Thompson,Oklahoma State,USA,4.5,1.7,0.9,0.0,1994
3953,Corny Thompson,Connecticut,USA,2.8,0.8,2.7,0.0,1982
3954,David Thompson,North Carolina State,USA,22.1,3.2,3.8,4.0,1975
3955,Dijon Thompson,UCLA,USA,2.8,0.2,1.2,0.0,2005
3956,George Thompson,Marquette,USA,10.7,3.1,2.5,0.0,1969
3957,Hollis Thompson,Georgetown,USA,7.7,1.1,3.1,0.0,Undrafted
3958,Jason Thompson,Rider University,USA,8.9,1.1,6.6,0.0,2008
3959,John Thompson,Providence,USA,3.5,0.3,3.5,0.0,1964
3960,Kevin Thompson,North Carolina State,USA,0.9,0.2,0.9,0.0,1993
3961,Klay Thompson,Washington State,USA,21.5,2.4,3.8,,2011
3962,LaSalle Thompson,Texas,USA,7.9,1.2,6.8,0.0,1982
3963,Mychal Thompson,Minnesota,USA,13.7,2.3,7.4,0.0,1978
3964,Mychel Thompson,Pepperdine,USA,3.6,1.4,1.0,0.0,Undrafted
3965,Paul Thompson,Tulane,USA,8.9,1.5,3.5,0.0,1983
3966,Stephen Thompson,Syracuse,USA,1.6,0.4,1.0,0.0,Undrafted
3967,Tristan Thompson,Texas,Canada,7.9,1.0,8.4,,2011
3968,Rod Thorn,West Virginia,USA,10.8,2.6,3.1,0.0,1963
3969,Al Thornton,Florida State,USA,11.9,1.2,4.2,0.0,2007
3970,Bob Thornton,California-Irvine,USA,3.0,0.3,2.5,0.0,1984
3971,Marcus Thornton,Louisiana State,USA,11.9,1.4,2.8,0.0,2009
3972,Sindarius Thornwell,South Carolina,USA,1.2,0.3,0.4,,2017
3973,Otis Thorpe,Providence,USA,14.0,2.2,8.2,1.0,1984
3974,Sedale Threatt,West Virginia Tech,USA,9.8,3.8,1.8,0.0,1983
3975,Nate Thurmond,Bowling Green,USA,15.0,2.7,15.0,5.0,1963
3976,Mel Thurston,Canisius,USA,5.6,0.3,,0.0,Undrafted
3977,Matisse Thybulle,Washington,USA,3.7,1.0,1.7,,2019
3978,Howard Tidrick,Washington & Jefferson,USA,9.0,1.7,,0.0,Undrafted
3979,Dan Tieman,Thomas More,USA,1.2,0.9,0.8,0.0,Undrafted
3980,Darren Tillis,Cleveland State,USA,3.4,0.3,2.5,0.0,1982
3981,Jack Tingle,Kentucky,USA,2.3,0.2,,0.0,1947
3982,Jamaal Tinsley,Iowa State,USA,8.5,6.1,2.9,0.0,2001
3983,Wayman Tisdale,Oklahoma,USA,15.3,1.3,6.1,0.0,1985
3984,Mike Tobey,Virginia,USA,1.0,0.5,1.5,0.0,Undrafted
3985,Marko Todorovich,Wyoming,USA,11.0,2.9,6.9,0.0,Undrafted
3986,Ray Tolbert,Indiana,USA,3.6,0.5,2.3,0.0,1981
3987,Tom Tolbert,Arizona,USA,6.5,0.9,4.0,0.0,1988
3988,Anthony Tolliver,Creighton,USA,6.2,0.9,3.3,0.0,Undrafted
3989,Dean Tolson,Arkansas,USA,5.0,0.4,2.2,0.0,1974
3990,Rudy Tomjanovich,Michigan,USA,17.4,2.0,8.1,5.0,1970
3991,Andrew Toney,Louisiana-Lafayette,USA,15.9,4.2,2.2,2.0,1980
3992,Sedric Toney,Dayton,USA,3.7,2.1,0.9,0.0,1985
3993,Andy Tonkovich,Marshall,USA,2.6,0.6,,0.0,1948
3994,Andy Toolson,Brigham Young,USA,2.7,0.5,1.2,0.0,Undrafted
3995,Jack Toomay,Pacific,USA,6.7,0.9,,0.0,Undrafted
3996,Bernard Toone,Marquette,USA,2.4,0.5,1.5,0.0,1979
3997,Irv Torgoff,Long Island-Brooklyn,USA,6.8,0.7,,0.0,Undrafted
3998,Gene Tormohlen,Tennessee,USA,4.4,0.9,4.1,0.0,1959
3999,Oscar Torres,Trotamundos,Venezuela,5.4,0.5,1.6,0.0,Undrafted
4000,Bill Tosheff,Indiana,USA,9.2,3.3,3.0,0.0,1951
4001,Bob Tough,St. John's,USA,7.2,1.7,,0.0,Undrafted
4002,Axel Toupane,,France,0.0,0.0,1.0,,Undrafted
4003,Monte Towe,North Carolina State,USA,2.5,1.7,0.7,0.0,1975
4004,Keith Tower,Notre Dame,USA,1.8,0.1,1.3,0.0,Undrafted
4005,William Towery,Western Kentucky,USA,9.4,2.4,,0.0,Undrafted
4006,Linton Townes,James Madison,USA,4.3,0.5,1.1,0.0,1982
4007,Karl-Anthony Towns,Kentucky,USA,23.6,4.0,10.2,,2015
4008,Raymond Townsend,UCLA,USA,4.8,1.4,1.0,0.0,1978
4009,George Trapp,Long Beach State,USA,8.8,1.0,3.9,0.0,1971
4010,John Trapp,UNLV,USA,7.4,1.0,4.5,0.0,1968
4011,Robert Traylor,Michigan,USA,4.8,0.7,3.7,0.0,1998
4012,Gary Trent,Ohio,USA,8.6,1.0,4.5,0.0,1995
4013,Gary Trent Jr.,Duke,USA,15.0,1.4,2.2,,2018
4014,Jeff Trepagnier,Southern California,USA,2.8,0.7,1.4,0.0,2001
4015,John Tresvant,Seattle,USA,9.2,1.4,6.3,0.0,1964
4016,Allonzo Trier,Arizona,USA,9.7,1.7,2.6,0.0,2018
4017,Dick Triptow,DePaul,USA,5.7,1.6,,0.0,Undrafted
4018,Kelly Tripucka,Notre Dame,USA,17.2,3.0,3.8,2.0,1981
4019,Cezary Trybanski,Znicz Pruszkow,Poland,0.7,0.0,0.7,0.0,Undrafted
4020,Jake Tsakalidis,AEK Athens,Greece,4.8,0.3,3.9,0.0,2000
4021,John Tschogl,California-Santa Barbara,USA,2.5,0.6,1.8,0.0,Undrafted
4022,Lou Tsioropoulos,Kentucky,USA,5.8,1.1,4.8,0.0,1953
4023,Nikoloz Tskitishvili,Benetton Treviso,Georgia,2.9,0.7,1.8,0.0,2002
4024,Al Tucker,Oklahoma Baptist,USA,9.5,0.9,5.0,0.0,1967
4025,Alando Tucker,Wisconsin,USA,4.1,0.3,1.0,0.0,2007
4026,Anthony Tucker,Wake Forest,USA,3.9,1.1,2.7,0.0,1996
4027,Jim Tucker,Duquesne,USA,4.1,0.5,3.5,0.0,1954
4028,P.J. Tucker,Texas,USA,4.1,1.4,4.4,,2006
4029,Rayjon Tucker,Arkansas-Little Rock,USA,4.0,1.0,0.0,,Undrafted
4030,Trent Tucker,Minnesota,USA,8.2,2.0,2.0,0.0,1982
4031,Ronny Turiaf,Gonzaga,France,4.7,1.3,3.7,0.0,2005
4032,Mirsad Turkcan,Efes Pilsen,Turkey,1.9,0.3,1.9,0.0,1998
4033,Hedo Turkoglu,Efes Pilsen,Turkey,11.1,2.8,4.0,0.0,2000
4034,Andre Turner,Memphis,USA,4.5,3.1,1.5,0.0,1986
4035,Bill Turner,Akron,USA,5.4,0.6,3.5,0.0,1967
4036,Elston Turner,Mississippi,USA,4.7,1.8,2.7,0.0,1981
4037,Evan Turner,Ohio State,USA,9.7,3.5,4.6,0.0,2010
4038,Henry Turner,California State-Fullerton,USA,3.4,0.4,1.2,0.0,Undrafted
4039,Jack Turner,Western Kentucky,USA,4.3,1.2,2.4,0.0,1954
4040,Jack Turner,Louisville,USA,4.8,1.0,2.0,0.0,1961
4041,Jeff Turner,Vanderbilt,USA,6.0,1.0,3.3,0.0,1984
4042,John Turner,Phillips,USA,2.8,0.3,1.9,0.0,1991
4043,Myles Turner,Texas,USA,13.2,1.0,6.5,,2015
4044,Wayne Turner,Kentucky,USA,1.3,1.7,1.0,0.0,Undrafted
4045,Mel Turpin,Kentucky,USA,8.5,0.5,4.6,0.0,1984
4046,Dave Twardzik,Old Dominion,USA,9.5,3.4,2.2,0.0,1972
4047,Jack Twyman,Cincinnati,USA,19.2,2.3,6.6,6.0,1955
4048,B.J. Tyler,Texas,USA,3.5,3.2,1.1,0.0,1994
4049,Jeremy Tyler,Tokyo Apache,USA,3.6,0.2,2.6,0.0,2011
4050,Terry Tyler,Detroit,USA,10.2,1.2,5.4,0.0,1978
4051,Charlie Tyra,Louisville,USA,8.9,0.9,7.4,0.0,1957
4052,Edwin Ubiles,Siena,Puerto Rico,3.5,0.3,2.5,0.0,Undrafted
4053,Ekpe Udoh,Baylor,USA,3.5,0.7,2.9,0.0,2010
4054,Ime Udoka,Portland State,USA,5.2,1.0,2.9,0.0,Undrafted
4055,Beno Udrih,Olimpia Milano,Slovenia,8.4,3.4,2.1,0.0,2004
4056,Roko Ukic,Virtus Roma,Croatia,4.0,1.9,0.9,0.0,2005
4057,Tyler Ulis,Kentucky,USA,7.5,4.0,1.7,0.0,2016
4058,Wes Unseld,Louisville,USA,10.8,3.9,14.0,5.0,1968
4059,Hal Uplinger,Long Island-Brooklyn,USA,3.7,1.1,1.3,0.0,Undrafted
4060,Kelvin Upshaw,Utah,USA,5.4,2.1,1.2,0.0,Undrafted
4061,Jarrod Uthoff,Iowa,USA,3.7,0.6,1.8,0.0,Undrafted
4062,Ben Uzoh,Tulsa,USA,4.0,2.2,2.1,0.0,Undrafted
4063,Robert Vaden,Alabama-Birmingham,USA,,,,,2009
4064,Jonas Valanciunas,Lietuvos rytas Vilnius,Lithuania,15.9,1.8,12.3,,2011
4065,Darnell Valentine,Kansas,USA,8.7,5.0,2.1,0.0,1981
4066,Denzel Valentine,Michigan State,USA,7.4,1.7,3.9,,2016
4067,Ron Valentine,Old Dominion,USA,3.5,0.3,1.3,0.0,1980
4068,John Vallely,UCLA,USA,3.6,0.8,0.7,0.0,1970
4069,Dick Van Arsdale,Indiana,USA,16.4,3.3,4.1,3.0,1965
4070,Tom Van Arsdale,Indiana,USA,15.3,2.2,4.2,3.0,1965
4071,Butch Van Breda Kolff,New York University,USA,4.7,1.5,,0.0,Undrafted
4072,Jan Van Breda Kolff,Vanderbilt,USA,6.0,1.9,4.1,0.0,1974
4073,Nick Van Exel,Cincinnati,USA,14.4,6.6,2.9,1.0,1993
4074,Keith Van Horn,Utah,USA,16.0,1.6,6.8,0.0,1997
4075,Norm Van Lier,St. Francis (PA),USA,11.8,7.0,4.8,3.0,1969
4076,Fred VanVleet,Wichita State,USA,20.1,6.5,4.4,,Undrafted
4077,Gene Vance,Illinois,USA,8.3,2.3,2.9,0.0,1947
4078,Log Vander Velden,Wisconsin-Green Bay,USA,0.6,0.1,0.4,0.0,Undrafted
4079,Jarred Vanderbilt,Kentucky,USA,5.6,1.4,5.6,,2018
4080,Ernie Vandeweghe,Colgate,USA,9.5,2.4,4.7,0.0,1949
4081,Kiki Vandeweghe,UCLA,USA,19.7,2.1,3.4,2.0,1980
4082,Nick Vanos,Santa Clara,USA,3.3,0.9,3.5,0.0,1985
4083,David Vanterpool,St. Bonaventure,USA,5.5,3.0,1.7,0.0,Undrafted
4084,Ratko Varda,Partizan,Bosnia and Herzegovina,5.0,0.0,1.0,0.0,Undrafted
4085,Anderson Varejao, ,Brazil,7.3,1.2,7.2,0.0,2004
4086,Jarvis Varnado,Mississippi State,USA,2.9,0.4,1.9,0.0,2010
4087,Greivis Vasquez,Maryland,Venezuela,9.0,4.8,2.5,0.0,2010
4088,Charles Vaughn,Southern Illinois,USA,9.0,2.3,2.2,0.0,1962
4089,David Vaughn,Memphis,USA,2.9,0.3,3.1,0.0,1995
4090,Jacque Vaughn,Kansas,USA,4.5,2.5,1.3,0.0,1997
4091,Rashad Vaughn,UNLV,USA,3.0,0.5,1.1,0.0,2015
4092,Virgil Vaughn,Western Kentucky,USA,2.6,0.6,,0.0,Undrafted
4093,Loy Vaught,Michigan,USA,10.1,0.9,7.1,0.0,1990
4094,Bob Verga,Duke,USA,5.0,0.8,0.9,0.0,1967
4095,Peter Verhoeven,Fresno State,USA,3.5,0.5,2.3,0.0,1981
4096,Jan Vesely,Partizan,Czech Republic,3.6,0.6,3.5,0.0,2011
4097,Gundars Vetra,VEF Riga,Latvia,3.5,0.5,0.6,0.0,Undrafted
4098,Joao Vianna,Travajara,Brazil,2.0,2.0,0.0,0.0,Undrafted
4099,Charlie Villanueva,Connecticut,USA,10.4,0.8,4.6,0.0,2005
4100,Gabe Vincent,California-Santa Barbara,USA,5.9,1.3,1.2,,Undrafted
4101,Jay Vincent,Michigan State,USA,15.2,2.0,5.5,0.0,1981
4102,Sam Vincent,Michigan State,USA,7.8,3.9,2.1,0.0,1985
4103,Marcus Vinicius,Sao Carlos,Brazil,1.9,0.3,0.7,0.0,2006
4104,Fred Vinson,Georgia Tech,USA,1.3,0.1,0.1,0.0,Undrafted
4105,Gary Voce,Notre Dame,USA,2.0,0.0,2.0,0.0,Undrafted
4106,Floyd Volker,Wyoming,USA,7.4,2.1,,0.0,Undrafted
4107,Alexander Volkov,Stroitel,Ukraine,6.8,2.2,2.6,0.0,1986
4108,Whitey Von Nieda,Penn State,USA,5.3,2.4,,0.0,Undrafted
4109,Noah Vonleh,Indiana,USA,0.0,0.3,0.3,,2014
4110,Jake Voskuhl,Connecticut,USA,4.0,0.5,3.4,0.0,2000
4111,Danny Vranes,Utah,USA,5.1,1.2,3.9,0.0,1981
4112,Slavko Vranes,Buducnost,Montenegro,0.0,0.0,0.0,0.0,2003
4113,Stojko Vrankovic,Aris,Croatia,2.8,0.3,3.0,0.0,Undrafted
4114,Brett Vroman,UNLV,USA,3.1,0.8,2.3,0.0,1978
4115,Jackson Vroman,Iowa State,USA,3.3,0.6,3.0,0.0,2004
4116,Nikola Vucevic,Southern California,Montenegro,24.5,3.8,11.7,,2011
4117,Sasha Vujacic,Udine,Slovenia,5.3,1.3,1.9,0.0,2004
4118,Dean Wade,Kansas State,USA,4.1,0.8,2.3,,Undrafted
4119,Dwyane Wade,Marquette,USA,22.0,5.4,4.7,12.0,2003
4120,Mark Wade,UNLV,USA,0.7,3.0,1.3,0.0,Undrafted
4121,Von Wafer,Florida State,USA,5.3,0.7,1.2,0.0,2005
4122,Clint Wager,St. Mary's (MN),USA,2.3,1.4,,0.0,Undrafted
4123,Dajuan Wagner,Memphis,USA,9.4,1.9,1.4,0.0,2002
4124,Danny Wagner,Texas,USA,6.3,1.6,,0.0,Undrafted
4125,Milt Wagner,Louisville,USA,4.1,1.4,0.7,0.0,1986
4126,Moritz Wagner,Michigan,Germany,7.1,1.3,2.9,,2018
4127,Dion Waiters,Syracuse,USA,13.1,2.8,2.6,0.0,2012
4128,Granville Waiters,Ohio State,USA,2.4,0.5,2.2,0.0,1983
4129,Andre Wakefield,Loyola-Chicago,USA,2.3,0.9,1.0,0.0,1978
4130,Neal Walk,Florida,USA,12.6,2.1,7.7,0.0,1969
4131,Andy Walker,Niagara,USA,4.5,0.8,1.9,0.0,1976
4132,Antoine Walker,Kentucky,USA,17.5,3.5,7.7,3.0,1996
4133,Brady Walker,Brigham Young,USA,7.0,1.4,5.4,0.0,1948
4134,Chet Walker,Bradley,USA,18.2,2.1,7.1,7.0,1962
4135,Darrell Walker,Arkansas,USA,8.9,4.6,4.4,0.0,1983
4136,Foots Walker,West Georgia,USA,6.4,4.7,2.6,0.0,1974
4137,Henry Walker,Kansas State,USA,6.0,0.8,2.2,0.0,2008
4138,Horace Walker,Michigan State,USA,6.7,1.1,7.2,0.0,1960
4139,Jimmy Walker,Providence,USA,16.7,3.5,2.7,2.0,1967
4140,Kemba Walker,Connecticut,USA,17.7,4.6,3.6,,2011
4141,Kenny Walker,Kentucky,USA,7.0,0.7,4.0,0.0,1986
4142,Phil Walker,Millersville,USA,4.5,1.4,1.3,0.0,1977
4143,Samaki Walker,Louisville,USA,5.3,0.6,4.7,0.0,1996
4144,Wally Walker,Virginia,USA,7.0,1.5,3.1,0.0,1976
4145,Lonnie Walker IV,Miami,USA,11.5,1.6,2.8,,2018
4146,John Wall,Kentucky,USA,21.1,6.3,3.5,,2010
4147,Ben Wallace,Virginia Union,USA,5.7,1.3,9.6,4.0,Undrafted
4148,Gerald Wallace,Alabama,USA,11.9,2.1,5.8,1.0,2001
4149,John Wallace,Syracuse,USA,7.6,0.7,2.8,0.0,1996
4150,Michael Wallace,Scranton,USA,9.1,1.0,,0.0,Undrafted
4151,Rasheed Wallace,North Carolina,USA,14.4,1.8,6.7,4.0,1995
4152,Tyrone Wallace,California,USA,5.2,1.2,2.2,0.0,2016
4153,Dwight Waller,Tennessee State,USA,0.6,0.1,0.9,0.0,1968
4154,Jamie Waller,Virginia Union,USA,4.7,0.3,1.4,0.0,1987
4155,Jim Walsh,Stanford,USA,2.0,0.8,1.5,0.0,1952
4156,Matt Walsh,Florida,USA,1.0,0.0,0.0,0.0,Undrafted
4157,Rex Walters,Kansas,USA,4.6,1.7,1.2,0.0,1993
4158,Paul Walther,Tennessee,USA,7.7,2.6,3.7,1.0,1949
4159,Rabbit Walthour,Benjamin Franklin HS (NY),USA,0.5,0.5,0.3,0.0,Undrafted
4160,Bill Walton,UCLA,USA,13.3,3.4,10.5,1.0,1974
4161,Lloyd Walton,Marquette,USA,4.2,3.6,1.1,0.0,1976
4162,Luke Walton,Arizona,USA,4.7,2.3,2.8,0.0,2003
4163,Derrick Walton Jr.,Michigan,USA,2.0,1.0,0.8,0.0,Undrafted
4164,Brad Wanamaker,Pittsburgh,USA,4.7,2.5,1.7,,Undrafted
4165,Bobby Wanzer,Seton Hall,USA,12.2,3.2,4.5,5.0,1948
4166,Perry Warbington,Georgia Southern,USA,2.0,3.2,1.6,0.0,1974
4167,Charlie Ward,Florida State,USA,6.3,4.0,2.6,0.0,1994
4168,Gerry Ward,Boston College,USA,3.2,1.4,1.7,0.0,1963
4169,Henry Ward,Jackson State,USA,3.1,0.2,1.2,0.0,1975
4170,Casper Ware,Long Beach State,USA,5.3,1.1,1.0,0.0,Undrafted
4171,Jim Ware,Oklahoma City,USA,2.3,0.2,2.3,0.0,1966
4172,Ben Warley,Tennessee State,USA,6.1,0.7,5.3,0.0,1961
4173,Bob Warlick,Pepperdine,USA,7.5,2.0,2.9,0.0,Undrafted
4174,Cornell Warner,Jackson State,USA,6.4,1.1,7.5,0.0,1970
4175,Jameel Warney,"Stony Brook, N.Y.",USA,5.7,0.0,3.0,0.0,Undrafted
4176,Johnny Warren,St. John's,USA,6.0,1.9,2.3,0.0,1969
4177,T.J. Warren,North Carolina State,USA,15.5,1.3,3.5,,2014
4178,Willie Warren,Oklahoma,USA,1.9,1.4,0.6,0.0,2010
4179,Bryan Warrick,St. Joseph's (PA),USA,4.0,2.6,1.3,0.0,1982
4180,Hakim Warrick,Syracuse,USA,9.4,0.8,4.0,0.0,2005
4181,Chris Washburn,North Carolina State,USA,3.1,0.3,2.4,0.0,1986
4182,Julian Washburn,Texas-El Paso,USA,2.2,0.8,2.3,0.0,2015
4183,Bobby Washington,Eastern Kentucky,USA,6.0,3.6,2.0,0.0,Undrafted
4184,Darius Washington,Memphis,USA,2.9,0.8,1.1,0.0,Undrafted
4185,Duane Washington,Middle Tennessee State,USA,2.8,2.1,1.3,0.0,1987
4186,Dwayne Washington,Syracuse,USA,8.6,3.8,1.9,0.0,1986
4187,Eric Washington,Alabama,USA,6.9,1.0,2.1,0.0,1997
4188,Jim Washington,Villanova,USA,10.6,1.4,8.6,0.0,1965
4189,Kermit Washington,American,USA,9.2,1.4,8.3,1.0,1973
4190,P.J. Washington,Kentucky,USA,12.3,2.8,6.4,,2019
4191,Richard Washington,UCLA,USA,9.8,1.2,6.3,0.0,1976
4192,Stan Washington,San Diego,USA,0.0,0.0,0.0,0.0,1974
4193,Wilson Washington,Old Dominion,USA,7.3,0.6,4.5,0.0,1977
4194,Yuta Watanabe,George Washington,Japan,2.5,0.5,3.0,,Undrafted
4195,Tremont Waters,Louisiana State,USA,3.0,2.7,0.7,,2019
4196,Darryl Watkins,Syracuse,USA,2.5,0.2,2.8,0.0,Undrafted
4197,C.J. Watson,Tennessee,USA,7.2,2.5,1.9,0.0,Undrafted
4198,Earl Watson,UCLA,USA,6.4,4.4,2.3,0.0,2001
4199,Jamie Watson,South Carolina,USA,3.2,1.1,1.5,0.0,1994
4200,Paul Watson,Fresno State,USA,2.6,0.4,1.3,,Undrafted
4201,Ron Watts,Wake Forest,USA,1.4,0.1,1.4,0.0,1965
4202,Slick Watts,Xavier of Louisiana,USA,8.9,6.1,3.2,0.0,Undrafted
4203,Maalik Wayns,Villanova,USA,2.7,1.0,0.3,0.0,Undrafted
4204,David Wear,UCLA,USA,0.0,0.5,1.0,0.0,Undrafted
4205,Travis Wear,UCLA,USA,4.0,0.7,2.1,0.0,Undrafted
4206,Clar. Weatherspoon,Southern Mississippi,USA,11.5,1.5,7.5,0.0,1992
4207,Nick Weatherspoon,Illinois,USA,9.0,0.9,4.9,0.0,1973
4208,Quinndary Weatherspoon,Mississippi State,USA,0.8,0.5,0.4,,2019
4209,Kyle Weaver,Washington State,USA,5.0,1.6,2.2,0.0,2008
4210,Jeff Webb,Kansas State,USA,2.1,0.6,0.8,0.0,Undrafted
4211,Marcus Webb,Alabama,USA,4.3,0.2,1.1,0.0,Undrafted
4212,Spud Webb,North Carolina State,USA,9.9,5.3,2.1,0.0,1985
4213,James Webb III,Boise State,USA,1.6,0.4,2.4,0.0,Undrafted
4214,Chris Webber,Michigan,USA,20.7,4.2,9.8,4.0,1993
4215,Briante Weber,Virginia Commonwealth,USA,3.2,1.4,1.9,0.0,Undrafted
4216,Forest Weber,Purdue,USA,3.5,0.1,,0.0,Undrafted
4217,Jeff Webster,Oklahoma,USA,1.6,0.3,0.6,0.0,1994
4218,Martell Webster,Seattle Preparatory HS (WA),USA,8.7,1.0,3.1,0.0,2005
4219,Marvin Webster,Morgan State,USA,7.1,1.2,7.0,0.0,1975
4220,Scott Wedman,Colorado,USA,13.2,2.0,4.8,1.0,1974
4221,Sonny Weems,Arkansas,USA,6.5,1.4,2.2,0.0,2008
4222,Dick Wehr,Rice,USA,1.3,0.3,,0.0,1948
4223,Brant Weidner,William & Mary,USA,1.0,0.0,1.4,0.0,1983
4224,Bob Weiss,Penn State,USA,7.6,3.7,1.8,0.0,1965
4225,Rick Weitzman,Northeastern,USA,1.3,0.3,0.4,0.0,1967
4226,Bonzi Wells,Ball State,USA,12.1,2.1,4.6,0.0,1998
4227,Bubba Wells,Austin Peay,USA,3.3,0.9,1.7,0.0,1997
4228,Owen Wells,Detroit,USA,3.0,0.7,1.1,0.0,1974
4229,Ralph Wells,Northwestern,USA,0.7,2.3,2.0,0.0,Undrafted
4230,Chris Welp,Washington,USA,3.3,0.4,2.4,0.0,1987
4231,Jiri Welsch,Union Olimpija,Czech Republic,6.1,1.5,2.4,0.0,2002
4232,Thomas Welsh,UCLA,USA,1.6,0.5,0.4,0.0,2018
4233,Bill Wennington,St. John's,USA,4.6,0.6,3.0,0.0,1985
4234,Matt Wenstrom,North Carolina,USA,1.6,0.0,1.1,0.0,Undrafted
4235,Robert Werdann,St. John's,USA,2.1,0.2,1.7,0.0,1992
4236,Ray Wertis,St. John's,USA,3.6,0.7,,0.0,Undrafted
4237,David Wesley,Baylor,USA,12.5,4.4,2.5,0.0,Undrafted
4238,Walt Wesley,Kansas,USA,8.5,0.7,5.5,0.0,1966
4239,David West,Xavier,USA,13.6,2.2,6.4,2.0,2003
4240,Delonte West,St. Joseph's (PA),USA,9.7,3.6,2.9,0.0,2004
4241,Doug West,Villanova,USA,9.6,1.9,2.5,0.0,1989
4242,Jerry West,West Virginia,USA,27.0,6.7,5.8,12.0,1960
4243,Mario West,Georgia Tech,USA,1.0,0.3,0.9,0.0,Undrafted
4244,Mark West,Old Dominion,USA,5.7,0.4,4.9,0.0,1983
4245,Roland West,Cincinnati,USA,1.0,0.0,1.3,0.0,1967
4246,Russell Westbrook,UCLA,USA,21.7,10.3,9.5,,2008
4247,Paul Westphal,Southern California,USA,15.6,4.4,1.9,5.0,1972
4248,John Wetzel,Virginia Tech,USA,3.4,1.4,1.9,0.0,1966
4249,Robert Whaley,Walsh,USA,2.1,0.7,1.9,0.0,2005
4250,Ennis Whatley,Alabama,USA,5.6,4.6,1.8,0.0,1983
4251,DeJuan Wheat,Louisville,USA,3.3,1.6,0.7,0.0,1997
4252,Clinton Wheeler,William Paterson,USA,2.9,1.8,0.8,0.0,1981
4253,Tyson Wheeler,Rhode Island,USA,4.0,2.0,0.0,0.0,1998
4254,Lucian Whitaker,Kentucky,USA,0.7,0.3,0.3,0.0,1952
4255,Coby White,North Carolina,USA,15.2,4.7,4.6,,2019
4256,DJ White,Indiana,USA,5.9,0.6,3.2,0.0,2008
4257,Derrick White,Colorado,USA,12.8,3.4,2.4,,2017
4258,Eric White,Pepperdine,USA,6.1,0.5,2.4,0.0,1987
4259,Herb White,Georgia,USA,2.4,1.2,1.3,0.0,1970
4260,Hubie White,Villanova,USA,3.3,0.8,1.5,0.0,1962
4261,Jahidi White,Georgetown,USA,5.9,0.2,5.8,0.0,1998
4262,James White,Cincinnati,USA,2.7,0.5,1.0,0.0,2006
4263,Jojo White,Kansas,USA,17.2,4.9,4.0,7.0,1969
4264,Okaro White,Florida State,USA,2.7,0.5,2.2,0.0,Undrafted
4265,Randy White,Louisiana Tech,USA,7.4,0.6,4.9,0.0,1989
4266,Rodney White,North Carolina-Charlotte,USA,7.1,1.1,2.2,0.0,2001
4267,Rory White,South Alabama,USA,7.4,0.7,2.3,0.0,1982
4268,Royce White,Iowa State,USA,0.0,0.0,0.0,0.0,2012
4269,Rudy White,Arizona State,USA,3.1,0.9,1.0,0.0,1975
4270,Terrico White,Mississippi,USA,,,,,2010
4271,Tony White,Tennessee,USA,5.3,1.2,0.6,0.0,1987
4272,Willie White,Tennessee-Chattanooga,USA,3.7,1.0,1.0,0.0,1984
4273,Andrew White III,Syracuse,USA,4.6,0.4,2.3,0.0,2017
4274,Isaiah Whitehead,Seton Hall,USA,7.2,2.4,2.4,0.0,2016
4275,Jerome Whitehead,Marquette,USA,6.5,0.6,4.8,0.0,1978
4276,Donald Whiteside,Northern Illinois,USA,2.0,1.2,0.4,0.0,Undrafted
